	Gene ID	Uniq_Name	KH2013	KYname	KHname	Description	name	ENSMUSG	ENSMUST	annotation_1	annotation_2	loc	SNR	variance	denoised_SNR	denoised_variance	gene_network_leiden	gene_network_n	leiden	gene_clusters_leiden
Gbe1-KY.Chr6.241	KY2019:KY.Chr6.241	Gbe1-KY.Chr6.241	KH.C6.224	GBE1	KH2013:KH.C6.224_GBE1	16:70314064:70530290:1 ENSMUSG00000022707.16 ENSMUST00000171132.7 protein_coding protein_coding Gbe1 glucan (1,4-alpha-), branching enzyme 1 [Source:MGI Symbol;Acc:MGI:1921435]	Gbe1	ENSMUSG00000022707.16	ENSMUST00000171132.7	protein_coding	protein_coding	16:70314064:70530290:1	0.23945497430378596	1.2793107	0.149636118910943	0.4559836	6	8	0	4
Hspd1-KY.Chr6.242	KY2019:KY.Chr6.242	Hspd1-KY.Chr6.242	KH.C6.85	HSPD1	HSPD1	1:55077835:55088024:-1 ENSMUSG00000025980.14 ENSMUST00000027123.14 protein_coding protein_coding Hspd1 heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]	Hspd1	ENSMUSG00000025980.14	ENSMUST00000027123.14	protein_coding	protein_coding	1:55077835:55088024:-1	1.2420901064840184	1.7702456	1.1412400612366158	1.2964208	4	47	1	5
Rpl13a-KY.Chr6.243	KY2019:KY.Chr6.243	Rpl13a-KY.Chr6.243	KH.C6.46	RPL13A	RPL13A	7:45125558:45128761:-1 ENSMUSG00000074129.14 ENSMUST00000150350.8 protein_coding protein_coding Rpl13a ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455]	Rpl13a	ENSMUSG00000074129.14	ENSMUST00000150350.8	protein_coding	protein_coding	7:45125558:45128761:-1	1.1489187615068892	1.6705555	1.0255868090219629	1.359121	5	13	1	9
Nox4-KY.Chr6.244	KY2019:KY.Chr6.244	Nox4-KY.Chr6.244	KH.C6.290	NOX4	KH2013:KH.C6.290_NOX4	7:87246649:87398710:1 ENSMUSG00000030562.17 ENSMUST00000032781.13 protein_coding protein_coding Nox4 NADPH oxidase 4 [Source:MGI Symbol;Acc:MGI:1354184]	Nox4	ENSMUSG00000030562.17	ENSMUST00000032781.13	protein_coding	protein_coding	7:87246649:87398710:1	0.2595383387530085	0.19255687	0.18606968152143366	0.18189394	0	4	0	1
Cfap61-KY.Chr6.245	KY2019:KY.Chr6.245	Cfap61-KY.Chr6.245	KH.C6.193	CFAP61	KH2013:KH.C6.193_C20ORF26	2:145934814:146215039:1 ENSMUSG00000037143.17 ENSMUST00000133433.7 protein_coding protein_coding Cfap61 cilia and flagella associated protein 61 [Source:MGI Symbol;Acc:MGI:1926024]	Cfap61	ENSMUSG00000037143.17	ENSMUST00000133433.7	protein_coding	protein_coding	2:145934814:146215039:1	0.21066015603239907	0.20616655	0.127343612285605	0.21419832	4	10	3	3
Rbm48-KY.Chr6.249	KY2019:KY.Chr6.249	Rbm48-KY.Chr6.249	KH.C6.135	RBM48	DKFZP564O0523	5:3583978:3596585:-1 ENSMUSG00000040302.17 ENSMUST00000042753.13 protein_coding protein_coding Rbm48 RNA binding motif protein 48 [Source:MGI Symbol;Acc:MGI:2442653]	Rbm48	ENSMUSG00000040302.17	ENSMUST00000042753.13	protein_coding	protein_coding	5:3583978:3596585:-1	0.3916725035382586	0.55060875	0.2901256091737858	0.735959	1	18	6	4
Zdhhc3-KY.Chr6.250	KY2019:KY.Chr6.250	Zdhhc3-KY.Chr6.250	KH.C6.191	ZDHHC3	ZDHHC3/7	9:123072310:123113205:-1 ENSMUSG00000025786.17 ENSMUST00000147563.8 protein_coding protein_coding Zdhhc3 zinc finger, DHHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1926134]	Zdhhc3	ENSMUSG00000025786.17	ENSMUST00000147563.8	protein_coding	protein_coding	9:123072310:123113205:-1	0.3381009957480043	0.6681074	0.21044805533428385	0.5087307	2	23	6	4
Nudt16-KY.Chr6.252	KY2019:KY.Chr6.252	Nudt16-KY.Chr6.252	KH.C6.175	NUDT16	NUDT16L1	9:105129332:105131824:-1 ENSMUSG00000032565.9 ENSMUST00000035179.8 protein_coding protein_coding Nudt16 nudix (nucleoside diphosphate linked moiety X)-type motif 16 [Source:MGI Symbol;Acc:MGI:1922936]	Nudt16	ENSMUSG00000032565.9	ENSMUST00000035179.8	protein_coding	protein_coding	9:105129332:105131824:-1	0.4564710857036055	0.9643912	0.2868884857819691	0.6893898	0	46	0	4
Sft2d2-KY.Chr6.254	KY2019:KY.Chr6.254	Sft2d2-KY.Chr6.254	KH.C6.113	SFT2D2	SFT2D1/2	1:165174337:165194438:-1 ENSMUSG00000040848.11 ENSMUST00000043338.9 protein_coding protein_coding Sft2d2 SFT2 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917362]	Sft2d2	ENSMUSG00000040848.11	ENSMUST00000043338.9	protein_coding	protein_coding	1:165174337:165194438:-1	0.49666171339863047	0.75374013	0.3521621478060215	0.8852817	5	56	1	10
Rasgef1c-KY.Chr6.257	KY2019:KY.Chr6.257	Rasgef1c-KY.Chr6.257	KH.C6.165	RASGEF1C	RASGEF1C	11:49901835:49980222:1 ENSMUSG00000020374.16 ENSMUST00000093141.11 protein_coding protein_coding Rasgef1c RasGEF domain family, member 1C [Source:MGI Symbol;Acc:MGI:1921813]	Rasgef1c	ENSMUSG00000020374.16	ENSMUST00000093141.11	protein_coding	protein_coding	11:49901835:49980222:1	0.3878795330401552	0.59853697	0.2532534273428922	0.43953902	1	19	7	6
Gja4-KY.Chr6.262	KY2019:KY.Chr6.262	Gja4-KY.Chr6.262	KH.C6.26	GJC3	KH2013:KH.C6.26_GJA4	4:127311421:127314039:-1 ENSMUSG00000050234.7 ENSMUST00000053753.7 protein_coding protein_coding Gja4 gap junction protein, alpha 4 [Source:MGI Symbol;Acc:MGI:95715]	Gja4	ENSMUSG00000050234.7	ENSMUST00000053753.7	protein_coding	protein_coding	4:127311421:127314039:-1	1.9784507434650698	3.8856354	1.5082344687543074	3.1069217	2	5	5	7
Slc2a1-KY.Chr6.264	KY2019:KY.Chr6.264	Slc2a1-KY.Chr6.264	KH.C6.17	SLC2A1	KH2013:KH.C6.17_SLC2A1	4:119108711:119137983:1 ENSMUSG00000028645.11 ENSMUST00000030398.9 protein_coding protein_coding Slc2a1 solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]	Slc2a1	ENSMUSG00000028645.11	ENSMUST00000030398.9	protein_coding	protein_coding	4:119108711:119137983:1	0.273604707896929	0.16613369	0.17244255739278483	0.18931703	0	19	0	1
Rapgef6-KY.Chr6.266	KY2019:KY.Chr6.266	Rapgef6-KY.Chr6.266	KH.C6.101	RAPGEF2	RAPGEF2/6	11:54522890:54696979:1 ENSMUSG00000037533.20 ENSMUST00000101206.9 protein_coding protein_coding Rapgef6 Rap guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:2384761]	Rapgef6	ENSMUSG00000037533.20	ENSMUST00000101206.9	protein_coding	protein_coding	11:54522890:54696979:1	0.5029664421529434	1.0313029	0.32195611509030536	0.9489575	4	9	4	10
Mrm1-KY.Chr6.273	KY2019:KY.Chr6.273	Mrm1-KY.Chr6.273	KH.C6.82	MRM1	MRM1	11:84813061:84819515:-1 ENSMUSG00000018405.7 ENSMUST00000018549.7 protein_coding protein_coding Mrm1 mitochondrial rRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443470]	Mrm1	ENSMUSG00000018405.7	ENSMUST00000018549.7	protein_coding	protein_coding	11:84813061:84819515:-1	0.4568635279769971	0.45815286	0.3102218348682066	0.70052576	1	31	2	0
Opa1-KY.Chr6.274	KY2019:KY.Chr6.274	Opa1-KY.Chr6.274	KH.C6.83	OPA1	OPA1	16:29579380:29630404:1 ENSMUSG00000038084.16 ENSMUST00000160475.7 protein_coding nonsense_mediated_decay Opa1 OPA1, mitochondrial dynamin like GTPase [Source:MGI Symbol;Acc:MGI:1921393]	Opa1	ENSMUSG00000038084.16	ENSMUST00000160475.7	protein_coding	nonsense_mediated_decay	16:29579380:29630404:1	0.45676141128584197	0.7658515	0.33210095405853596	0.86982816	0	23	0	4
1190007I07Rik-KY.Chr6.276	KY2019:KY.Chr6.276	1190007I07Rik-KY.Chr6.276	KH.C6.240	C12orf73	C3ORF78	10:82620026:82623190:-1 ENSMUSG00000063320.11 ENSMUST00000183363.1 protein_coding protein_coding 1190007I07Rik RIKEN cDNA 1190007I07 gene [Source:MGI Symbol;Acc:MGI:3698433]	1190007I07Rik	ENSMUSG00000063320.11	ENSMUST00000183363.1	protein_coding	protein_coding	10:82620026:82623190:-1	0.33107886249039736	0.43739316	0.23187751562117428	0.6172476	3	29	5	11
Cmss1-KY.Chr6.277	KY2019:KY.Chr6.277	Cmss1-KY.Chr6.277	KH.C6.171	CMSS1	C3ORF26	16:57302000:57606846:-1 ENSMUSG00000022748.8 ENSMUST00000114371.4 protein_coding protein_coding Cmss1 cms small ribosomal subunit 1 [Source:MGI Symbol;Acc:MGI:1913747]	Cmss1	ENSMUSG00000022748.8	ENSMUST00000114371.4	protein_coding	protein_coding	16:57302000:57606846:-1	0.4194681786914742	0.5114634	0.290042944191707	0.58321136	0	8	0	1
Filip1-KY.Chr6.279	KY2019:KY.Chr6.279	Filip1-KY.Chr6.279	KH.C6.226	FILIP1L	FILIP1	9:79815051:79977804:-1 ENSMUSG00000034898.17 ENSMUST00000093811.10 protein_coding protein_coding Filip1 filamin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917848]	Filip1	ENSMUSG00000034898.17	ENSMUST00000093811.10	protein_coding	protein_coding	9:79815051:79977804:-1	0.9116409944817295	0.8167825	0.4053176429603257	0.79330313	6	7	7	8
Lrp2-KY.Chr6.281	KY2019:KY.Chr6.281	Lrp2-KY.Chr6.281	KH.C6.167	VLDLR	LRP2/8	2:69424340:69586065:-1 ENSMUSG00000027070.14 ENSMUST00000080953.11 protein_coding protein_coding Lrp2 low density lipoprotein receptor-related protein 2 [Source:MGI Symbol;Acc:MGI:95794]	Lrp2	ENSMUSG00000027070.14	ENSMUST00000080953.11	protein_coding	protein_coding	2:69424340:69586065:-1	0.5163556254537396	0.83567065	0.2514654429502566	0.5705643	2	17	8	2
Ttk-KY.Chr6.283	KY2019:KY.Chr6.283	Ttk-KY.Chr6.283	KH.L149.3	TTK	KH2013:KH.L149.3_TTK	9:83834718:83872386:1 ENSMUSG00000038379.15 ENSMUST00000070326.13 protein_coding protein_coding Ttk Ttk protein kinase [Source:MGI Symbol;Acc:MGI:1194921]	Ttk	ENSMUSG00000038379.15	ENSMUST00000070326.13	protein_coding	protein_coding	9:83834718:83872386:1	0.45400855600511636	0.70325637	0.3581326640382003	0.88990206	1	23	6	6
Plscr1-KY.Chr6.284	KY2019:KY.Chr6.284	Plscr1-KY.Chr6.284	KH.L149.28	PLSCR1	PLSCR1/2	9:92250342:92271975:1 ENSMUSG00000032369.13 ENSMUST00000186364.1 protein_coding protein_coding Plscr1 phospholipid scramblase 1 [Source:MGI Symbol;Acc:MGI:893575]	Plscr1	ENSMUSG00000032369.13	ENSMUST00000186364.1	protein_coding	protein_coding	9:92250342:92271975:1	0.7338141994066276	1.3371972	0.40591373018190147	0.9721382	2	27	4	10
2810004N23Rik-KY.Chr6.286	KY2019:KY.Chr6.286	2810004N23Rik-KY.Chr6.286	KH.L149.9	C1orf131	C1ORF131	8:124838488:124863120:-1 ENSMUSG00000031984.8 ENSMUST00000034465.8 protein_coding protein_coding 2810004N23Rik RIKEN cDNA 2810004N23 gene [Source:MGI Symbol;Acc:MGI:1913773]	2810004N23Rik	ENSMUSG00000031984.8	ENSMUST00000034465.8	protein_coding	protein_coding	8:124838488:124863120:-1	0.6595984969468893	0.948535	0.5033087991990222	1.1669971	1	41	6	0
KY2019:KY.Chr6.289	KY2019:KY.Chr6.289	KY2019:KY.Chr6.289	KH.L149.15	HAX1	HAX1	nan	nan	nan	nan	nan	nan	nan	0.38487740102726725	0.5259696	0.2872992510279746	0.59950155	0	13	0	1
Irak1bp1-KY.Chr6.295	KY2019:KY.Chr6.295	Irak1bp1-KY.Chr6.295	KH.L149.22	IRAK1BP1	IRAK1BP1	9:82829540:82847687:1 ENSMUSG00000032251.12 ENSMUST00000113245.8 protein_coding protein_coding Irak1bp1 interleukin-1 receptor-associated kinase 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1929475]	Irak1bp1	ENSMUSG00000032251.12	ENSMUST00000113245.8	protein_coding	protein_coding	9:82829540:82847687:1	0.3988449526156405	0.68695366	0.2929826885354776	0.8782576	5	47	4	10
Galnt6-KY.Chr6.298	KY2019:KY.Chr6.298	Galnt6-KY.Chr6.298	KH.L149.8	GALNT6	GALNT10/6	15:100692864:100720477:-1 ENSMUSG00000037280.12 ENSMUST00000161514.1 protein_coding protein_coding Galnt6 polypeptide N-acetylgalactosaminyltransferase 6 [Source:MGI Symbol;Acc:MGI:1891640]	Galnt6	ENSMUSG00000037280.12	ENSMUST00000161514.1	protein_coding	protein_coding	15:100692864:100720477:-1	0.2129761016326395	0.18864504	0.14364747059945832	0.28576204	2	15	4	10
Smpd3-KY.Chr6.299	KY2019:KY.Chr6.299	Smpd3-KY.Chr6.299	KH.L149.6	SMPD3	SMPD3/5	8:106254890:106280978:-1 ENSMUSG00000031906.9 ENSMUST00000212896.1 protein_coding protein_coding Smpd3 sphingomyelin phosphodiesterase 3, neutral [Source:MGI Symbol;Acc:MGI:1927578]	Smpd3	ENSMUSG00000031906.9	ENSMUST00000212896.1	protein_coding	protein_coding	8:106254890:106280978:-1	0.8493979316591396	1.4237005	0.7258756972297369	1.2424989	1	25	6	4
Chaf1b-KY.Chr6.300	KY2019:KY.Chr6.300	Chaf1b-KY.Chr6.300	KH.L149.16	CHAF1B	CHAF1B	16:93883924:93906077:1 ENSMUSG00000022945.12 ENSMUST00000117099.7 protein_coding protein_coding Chaf1b chromatin assembly factor 1, subunit B (p60) [Source:MGI Symbol;Acc:MGI:1314881]	Chaf1b	ENSMUSG00000022945.12	ENSMUST00000117099.7	protein_coding	protein_coding	16:93883924:93906077:1	0.5471734497542913	0.74858254	0.4326932115242713	1.1799624	4	7	4	7
Alad-KY.Chr6.302	KY2019:KY.Chr6.302	Alad-KY.Chr6.302	KH.L149.41	ALAD	ALAD	4:62509169:62519918:-1 ENSMUSG00000028393.10 ENSMUST00000030090.3 protein_coding protein_coding Alad aminolevulinate, delta-, dehydratase [Source:MGI Symbol;Acc:MGI:96853]	Alad	ENSMUSG00000028393.10	ENSMUST00000030090.3	protein_coding	protein_coding	4:62509169:62519918:-1	0.30603126826688093	0.2517916	0.21308348111419984	0.31877655	0	26	2	1
Zfp771-KY.Chr6.303	KY2019:KY.Chr6.303	Zfp771-KY.Chr6.303	KH.L149.25	RBBP6	KH2013:KH.L149.25_YER130C	7:127244274:127254803:1 ENSMUSG00000054716.4 ENSMUST00000052509.5 protein_coding protein_coding Zfp771 zinc finger protein 771 [Source:MGI Symbol;Acc:MGI:2442050]	Zfp771	ENSMUSG00000054716.4	ENSMUST00000052509.5	protein_coding	protein_coding	7:127244274:127254803:1	0.5837087453754028	0.9004563	0.4306077955164402	1.0782156	1	48	6	0
Furin-KY.Chr6.305	KY2019:KY.Chr6.305	Furin-KY.Chr6.305	KH.L149.10	PCSK6	PCSK5/6	7:80389194:80405431:-1 ENSMUSG00000030530.15 ENSMUST00000107362.9 protein_coding protein_coding Furin furin (paired basic amino acid cleaving enzyme) [Source:MGI Symbol;Acc:MGI:97513]	Furin	ENSMUSG00000030530.15	ENSMUST00000107362.9	protein_coding	protein_coding	7:80389194:80405431:-1	0.32992727469499417	0.53691024	0.22211440374614974	0.59901327	3	8	5	11
Spsb1-KY.Chr6.308	KY2019:KY.Chr6.308	Spsb1-KY.Chr6.308	KH.L149.21	SPSB1	SPSB1/4	4:149898214:149907289:-1 ENSMUSG00000039911.13 ENSMUST00000105684.1 protein_coding protein_coding Spsb1 splA/ryanodine receptor domain and SOCS box containing 1 [Source:MGI Symbol;Acc:MGI:1921896]	Spsb1	ENSMUSG00000039911.13	ENSMUST00000105684.1	protein_coding	protein_coding	4:149898214:149907289:-1	1.096261358471031	7.96239	1.0095040229839043	8.26853	2	11	8	2
Ddx52-KY.Chr6.310	KY2019:KY.Chr6.310	Ddx52-KY.Chr6.310	KH.L149.13	DDX52	DDX52	11:83942062:83963088:1 ENSMUSG00000020677.7 ENSMUST00000049257.7 protein_coding protein_coding Ddx52 DEAD (Asp-Glu-Ala-Asp) box polypeptide 52 [Source:MGI Symbol;Acc:MGI:1925644]	Ddx52	ENSMUSG00000020677.7	ENSMUST00000049257.7	protein_coding	protein_coding	11:83942062:83963088:1	1.1107016421924196	1.5134469	0.9845879289194526	1.5454582	4	7	1	10
Wdr3-KY.Chr6.311	KY2019:KY.Chr6.311	Wdr3-KY.Chr6.311	KH.L149.18	WDR3	WDR3	3:100138180:100162407:-1 ENSMUSG00000033285.15 ENSMUST00000052120.13 protein_coding protein_coding Wdr3 WD repeat domain 3 [Source:MGI Symbol;Acc:MGI:2443143]	Wdr3	ENSMUSG00000033285.15	ENSMUST00000052120.13	protein_coding	protein_coding	3:100138180:100162407:-1	0.6894954656227108	0.75345707	0.5528392816505271	1.1531403	5	8	1	5
KY2019:KY.Chr6.317	KY2019:KY.Chr6.317	KY2019:KY.Chr6.317	KH.L149.19	CD160	KH2013:KH.L149.19	nan	nan	nan	nan	nan	nan	nan	0.36845298194601966	1.4382696	0.26680404538737346	1.6737406	2	9	8	2
Yars-KY.Chr6.319	KY2019:KY.Chr6.319	Yars-KY.Chr6.319	KH.L149.1	OSCP1	YARS	4:129189760:129219607:1 ENSMUSG00000028811.12 ENSMUST00000106054.3 protein_coding protein_coding Yars tyrosyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2147627]	Yars	ENSMUSG00000028811.12	ENSMUST00000106054.3	protein_coding	protein_coding	4:129189760:129219607:1	0.5279824416499057	1.0777116	0.3544845189432868	1.132191	0	27	2	0
Lca5-KY.Chr6.320	KY2019:KY.Chr6.320	Lca5-KY.Chr6.320	KH.L149.20	LCA5	LCA5	9:83391364:83441127:-1 ENSMUSG00000032258.15 ENSMUST00000034793.14 protein_coding protein_coding Lca5 Leber congenital amaurosis 5 (human) [Source:MGI Symbol;Acc:MGI:1923032]	Lca5	ENSMUSG00000032258.15	ENSMUST00000034793.14	protein_coding	protein_coding	9:83391364:83441127:-1	0.482937684896953	0.9726668	0.36618435315572195	0.81507355	0	23	0	4
Igf2r-KY.Chr6.324	KY2019:KY.Chr6.324	Igf2r-KY.Chr6.324	KH.L149.40	IGF2R	IGF2R	17:12682406:12769664:-1 ENSMUSG00000023830.14 ENSMUST00000024599.13 protein_coding protein_coding Igf2r insulin-like growth factor 2 receptor [Source:MGI Symbol;Acc:MGI:96435]	Igf2r	ENSMUSG00000023830.14	ENSMUST00000024599.13	protein_coding	protein_coding	17:12682406:12769664:-1	0.3349748019424122	0.43995556	0.22367699335796373	0.5112993	3	16	2	0
KY2019:KY.Chr6.327	KY2019:KY.Chr6.327	KY2019:KY.Chr6.327	KH.C6.12	CFP	KH2013:KH.C6.12_THBS1/2	nan	nan	nan	nan	nan	nan	nan	1.6280353427240064	2.438642	0.13977198557350218	0.37155148	7	5	10	15
Rps6ka1-KY.Chr6.329	KY2019:KY.Chr6.329	Rps6ka1-KY.Chr6.329	KH.C6.136	RPS6KA3	RPS6KA1/2/3/6	4:133848052:133873039:-1 ENSMUSG00000003644.17 ENSMUST00000137486.2 protein_coding protein_coding Rps6ka1 ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]	Rps6ka1	ENSMUSG00000003644.17	ENSMUST00000137486.2	protein_coding	protein_coding	4:133848052:133873039:-1	0.4987332022024268	0.96538633	0.32184833279540986	0.8862235	1	14	2	0
Sytl4-KY.Chr6.331	KY2019:KY.Chr6.331	Sytl4-KY.Chr6.331	KH.C6.242	SYTL1	SYTL1/2/4/5	X:133936385:133981812:-1 ENSMUSG00000031255.14 ENSMUST00000033608.14 protein_coding protein_coding Sytl4 synaptotagmin-like 4 [Source:MGI Symbol;Acc:MGI:1351606]	Sytl4	ENSMUSG00000031255.14	ENSMUST00000033608.14	protein_coding	protein_coding	X:133936385:133981812:-1	0.2661102467738313	0.28823337	0.18543702796044592	0.38368225	3	13	2	0
Celsr3-KY.Chr6.334	KY2019:KY.Chr6.334	Celsr3-KY.Chr6.334	KH.C6.13	CELSR2	CELSR1/2/3	CHR_MG117_PATCH:108826320:108852969:1 ENSMUSG00000107269.5 ENSMUST00000201574.3 protein_coding protein_coding Celsr3 cadherin, EGF LAG seven-pass G-type receptor 3 [Source:MGI Symbol;Acc:MGI:1858236]	Celsr3	ENSMUSG00000107269.5	ENSMUST00000201574.3	protein_coding	protein_coding	CHR_MG117_PATCH:108826320:108852969:1	0.5799152950605058	1.3032792	0.4452853550099555	1.2184014	2	35	8	2
Lonrf2-KY.Chr6.336	KY2019:KY.Chr6.336	Lonrf2-KY.Chr6.336	KH.C6.112	LONRF2	LONRF1/2/3	1:38793645:38836711:-1 ENSMUSG00000048814.11 ENSMUST00000147695.8 protein_coding protein_coding Lonrf2 LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]	Lonrf2	ENSMUSG00000048814.11	ENSMUST00000147695.8	protein_coding	protein_coding	1:38793645:38836711:-1	0.3974936358605173	0.63675195	0.23126282883310337	0.47313717	0	17	0	1
Smad4-KY.Chr6.342	KY2019:KY.Chr6.342	Smad4-KY.Chr6.342	KH.C6.117	SMAD4	SMAD4	18:73640001:73678231:-1 ENSMUSG00000024515.13 ENSMUST00000114939.1 protein_coding protein_coding Smad4 SMAD family member 4 [Source:MGI Symbol;Acc:MGI:894293]	Smad4	ENSMUSG00000024515.13	ENSMUST00000114939.1	protein_coding	protein_coding	18:73640001:73678231:-1	0.29449418841743324	0.3808294	0.21948646746546246	0.48279414	4	18	1	5
Bop1-KY.Chr6.343	KY2019:KY.Chr6.343	Bop1-KY.Chr6.343	KH.C6.1	BOP1	BOP1	15:76452989:76477277:-1 ENSMUSG00000022557.11 ENSMUST00000023217.10 protein_coding protein_coding Bop1 block of proliferation 1 [Source:MGI Symbol;Acc:MGI:1334460]	Bop1	ENSMUSG00000022557.11	ENSMUST00000023217.10	protein_coding	protein_coding	15:76452989:76477277:-1	0.6678825460149761	0.8303959	0.5054778147786485	1.1576092	3	16	3	3
Tex264-KY.Chr6.344	KY2019:KY.Chr6.344	Tex264-KY.Chr6.344	KH.C6.174	TEX264	TEX264	9:106658752:106685915:-1 ENSMUSG00000040813.16 ENSMUST00000046735.10 protein_coding protein_coding Tex264 testis expressed gene 264 [Source:MGI Symbol;Acc:MGI:1096570]	Tex264	ENSMUSG00000040813.16	ENSMUST00000046735.10	protein_coding	protein_coding	9:106658752:106685915:-1	0.6871337611392582	1.0623976	0.43904604825995036	1.0772494	1	31	6	6
Cip2a-KY.Chr6.345	KY2019:KY.Chr6.345	Cip2a-KY.Chr6.345	KH.C6.276	CIP2A	KIAA1524	16:48994188:49019705:1 ENSMUSG00000033031.13 ENSMUST00000048374.5 protein_coding protein_coding Cip2a cell proliferation regulating inhibitor of protein phosphatase 2A [Source:MGI Symbol;Acc:MGI:2146335]	Cip2a	ENSMUSG00000033031.13	ENSMUST00000048374.5	protein_coding	protein_coding	16:48994188:49019705:1	0.3655718337239548	0.46421638	0.26372023968442365	0.7041728	4	12	1	5
KY2019:KY.Chr6.346	KY2019:KY.Chr6.346	KY2019:KY.Chr6.346	KH.C6.298	CAPRIN1	YGR054W	nan	nan	nan	nan	nan	nan	nan	0.29853004855857224	0.56352705	0.16790739181296638	0.40244284	0	27	0	1
Snrpd1-KY.Chr6.347	KY2019:KY.Chr6.347	Snrpd1-KY.Chr6.347	KH.C6.20	SNRPD1	SNRPD1	18:10617775:10628230:1 ENSMUSG00000002477.5 ENSMUST00000002551.4 protein_coding protein_coding Snrpd1 small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]	Snrpd1	ENSMUSG00000002477.5	ENSMUST00000002551.4	protein_coding	protein_coding	18:10617775:10628230:1	1.6651608457671856	2.2767775	1.5084408714386885	1.675529	2	7	4	7
Cep57-KY.Chr6.348	KY2019:KY.Chr6.348	Cep57-KY.Chr6.348	KH.C6.75	CEP57	CEP57	9:13807795:13827052:-1 ENSMUSG00000031922.12 ENSMUST00000148086.7 protein_coding protein_coding Cep57 centrosomal protein 57 [Source:MGI Symbol;Acc:MGI:1915551]	Cep57	ENSMUSG00000031922.12	ENSMUST00000148086.7	protein_coding	protein_coding	9:13807795:13827052:-1	0.4487486261420054	0.67547333	0.35803324167958883	0.9556436	2	36	8	2
Adgrb1-KY.Chr6.359	KY2019:KY.Chr6.359	Adgrb1-KY.Chr6.359	KH.C6.198	HMCN1	KH2013:KH.C6.198_HMCN1	15:74516195:74589464:1 ENSMUSG00000034730.17 ENSMUST00000042035.15 protein_coding protein_coding Adgrb1 adhesion G protein-coupled receptor B1 [Source:MGI Symbol;Acc:MGI:1933736]	Adgrb1	ENSMUSG00000034730.17	ENSMUST00000042035.15	protein_coding	protein_coding	15:74516195:74589464:1	2.022710886873641	4.783446	0.1293087938598967	0.76003075	7	7	10	15
Tab2-KY.Chr6.360	KY2019:KY.Chr6.360	Tab2-KY.Chr6.360	KH.C6.161	ACBD5	KH2013:KH.C6.161	10:7905653:7956230:-1 ENSMUSG00000015755.16 ENSMUST00000146444.7 protein_coding protein_coding Tab2 TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:MGI Symbol;Acc:MGI:1915902]	Tab2	ENSMUSG00000015755.16	ENSMUST00000146444.7	protein_coding	protein_coding	10:7905653:7956230:-1	0.28274002261108455	0.46151856	0.19138156719738492	0.54363835	1	17	2	6
KY2019:KY.Chr6.364	KY2019:KY.Chr6.364	KY2019:KY.Chr6.364	KH.C6.81	ORF:[49..891/1488]	DCDC2	nan	nan	nan	nan	nan	nan	nan	0.6168612075660592	0.60661995	0.47772120083393654	1.0483212	5	22	4	10
Cep97-KY.Chr6.365	KY2019:KY.Chr6.365	Cep97-KY.Chr6.365	KH.C6.230	CEP97	KNDC1	16:55899888:55934855:-1 ENSMUSG00000022604.18 ENSMUST00000023270.13 protein_coding protein_coding Cep97 centrosomal protein 97 [Source:MGI Symbol;Acc:MGI:1921451]	Cep97	ENSMUSG00000022604.18	ENSMUST00000023270.13	protein_coding	protein_coding	16:55899888:55934855:-1	0.46121102102298384	0.75779516	0.3601991881934075	0.9245421	2	50	5	11
Bach1-KY.Chr6.369	KY2019:KY.Chr6.369	Bach1-KY.Chr6.369	KH.C6.7	BACH1	E1BS39_CHICK	16:87698945:87733346:1 ENSMUSG00000025612.5 ENSMUST00000026703.5 protein_coding protein_coding Bach1 BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:MGI Symbol;Acc:MGI:894680]	Bach1	ENSMUSG00000025612.5	ENSMUST00000026703.5	protein_coding	protein_coding	16:87698945:87733346:1	0.2962859464846825	0.3536432	0.20039576286056368	0.46430546	1	19	2	0
Trappc10-KY.Chr6.370	KY2019:KY.Chr6.370	Trappc10-KY.Chr6.370	KH.C6.151	TRAPPC10	TRAPPC10	10:78186725:78244641:-1 ENSMUSG00000000374.8 ENSMUST00000000384.7 protein_coding protein_coding Trappc10 trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]	Trappc10	ENSMUSG00000000374.8	ENSMUST00000000384.7	protein_coding	protein_coding	10:78186725:78244641:-1	0.3370649493469011	0.5479659	0.22599199630654543	0.5207998	0	45	0	1
